Date,Product_Category,Revenue_EGP,Units_Sold,Price_Per_Unit,Is_Open,Is_White_Friday,Is_Weekend,Is_Thursday,Ramadan_Phase,Is_Ramadan,Is_Eid_Fitr,Is_Eid_Adha,Is_Coptic_Christmas,Is_Payday,Is_Payday_Early,Is_Payday_Late,Is_Summer,Is_Winter,Is_School_Season,Year,Month,Day,DayOfWeek,WeekOfYear
2025-12-20,Dairy,5026.095356777438,83,60,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,20,5,51
2025-12-20,Beverages,4117.950188705199,164,25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,20,5,51
2025-12-20,Fresh_Produce,4450.518668139638,222,20,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,20,5,51
2025-12-20,Frozen_Foods,3223.327203528144,71,45,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,20,5,51
2025-12-20,Snacks,4330.8676693323405,288,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,20,5,51
2025-12-20,Household,4705.0124562972815,94,50,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,20,5,51
2025-12-20,Personal_Care,4153.506686593332,59,70,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,20,5,51
2025-12-18,Bakery,3300.2102806893995,94,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2025,12,18,3,51
2025-12-18,Dairy,5622.648424440273,93,60,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2025,12,18,3,51
2025-12-18,Beverages,4113.347926774658,164,25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2025,12,18,3,51
2025-12-18,Fresh_Produce,4077.995016379538,203,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2025,12,18,3,51
2025-12-18,Frozen_Foods,3379.1868063435268,75,45,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2025,12,18,3,51
2025-12-18,Snacks,3980.0338396566162,265,15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2025,12,18,3,51
2025-12-18,Household,5774.7859543432205,115,50,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2025,12,18,3,51
2025-12-18,Personal_Care,4198.291058520305,59,70,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2025,12,18,3,51
2025-12-17,Bakery,2779.427512023297,79,35,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,17,2,51
2025-12-17,Dairy,5533.773618228068,92,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,17,2,51
2025-12-17,Beverages,4282.440901779429,171,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,17,2,51
2025-12-17,Fresh_Produce,4345.1711296901,217,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,17,2,51
2025-12-17,Frozen_Foods,3395.5267920413235,75,45,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,17,2,51
2025-12-17,Snacks,3697.6201105615114,246,15,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,17,2,51
2025-12-17,Household,5378.093089879828,107,50,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,17,2,51
2025-12-17,Personal_Care,3932.102736327418,56,70,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,17,2,51
2025-12-16,Bakery,3133.5853292043657,89,35,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,16,1,51
2025-12-16,Dairy,6772.297823140972,112,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,16,1,51
2025-12-16,Beverages,3903.456867443494,156,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,16,1,51
2025-12-16,Fresh_Produce,4804.6899896879995,240,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,16,1,51
2025-12-16,Frozen_Foods,3736.077228603957,83,45,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,12,16,1,51
